claim_id,doc_id,doc_title,doc_date,doc_url,category,matched_term,surface_form,sentence,context_before,context_after,category_correct,is_securitising,securitisation_type,referent_object,threat_actor,extraordinary_measure,confidence,coder_notes
4861,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,релігійний,релігійних,"Засідання , на якому ми розглянули численні факти зв’язків окремих релігійних кіл в Україні з державою - агресором .",Сьогодні відбулося засідання РНБО .,"На жаль , навіть російський терор і повномасштабна війна не переконали деяких діячів у тому , що варто подолати спокусу зла .",yes,yes,material,state,UOC-MP,other,high,NSDC examined 'links of certain religious circles with the aggressor state'. Frames UOC-MP as security threat via foreign state ties.
4862,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,релігійний,релігійних,РНБО доручила уряду внести на розгляд Верховної Ради законопроект щодо унеможливлення діяльності в Україні афілійованих із центрами впливу в Російській Федерації релігійних організацій .,"Отже , перше .",Друге .,yes,yes,both,state,UOC-MP,ban,high,NSDC instructs government to submit bill prohibiting activity of religious orgs affiliated with Russian centres of influence. Classic extraordinary measure.
4863,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,упц,УПЦ,Державній службі з етнополітики та свободи совісті – забезпечити проведення релігієзнавчої експертизи Статуту про управління УПЦ на наявність церковно - канонічного зв’язку з Московським патріархатом і за необхідності – вжити передбачених законом заходів .,Друге .,Третє .,yes,yes,material,state,UOC-MP,other,high,State religious affairs service instructed to examine UOC statute for canonical links to Moscow Patriarchate.
4864,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,релігійний,релігійними,"Забезпечити перевірку наявності правових підстав та дотримання умов користування релігійними організаціями майном , яке перебуває на території Національного Києво - Печерського історико - культурного заповідника .",Третє .,Четверте .,yes,yes,material,state,UOC-MP,property_transfer,high,Verification of legal grounds for religious orgs' use of property at Kyiv-Pechersk Lavra. Implies potential property transfer.
4865,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,безпека,безпеки,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",Четверте .,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,yes,yes,material,state,Russia,sanctions,high,National security organs to counter subversive activity of Russian special services in Ukrainian religious environment. Followed by personal sanctions.
4866,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,спецслужба,спецслужб,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",Четверте .,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,yes,yes,material,state,Russia,sanctions,high,National security organs to counter subversive activity of Russian special services in Ukrainian religious environment. Followed by personal sanctions.
4867,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,релігійний,релігійному,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",Четверте .,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,yes,yes,material,state,Russia,sanctions,high,National security organs to counter subversive activity of Russian special services in Ukrainian religious environment. Followed by personal sanctions.
4868,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,санкція,санкції,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",І пʼяте .,yes,yes,material,state,UOC-MP,sanctions,high,Personal sanctions against individuals - names to be published. Extraordinary measure targeting specific church-affiliated persons.
4869,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,ontological_security,духовний,духовну,Цими та іншими рішеннями ми гарантуємо Україні духовну незалежність .,"Відбудеться реформа цієї структури , яка дасть їй змогу реально захищати права та законні інтереси українців і держави .",Хочу підкреслити : у 1991 році наша держава стала саме на законний і демократичний шлях .,yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Summary statement: 'With these decisions we guarantee Ukraine spiritual independence.' Links NSDC extraordinary measures to ontological security.
4870,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,decolonisation,незалежність,незалежність,Цими та іншими рішеннями ми гарантуємо Україні духовну незалежність .,"Відбудеться реформа цієї структури , яка дасть їй змогу реально захищати права та законні інтереси українців і держави .",Хочу підкреслити : у 1991 році наша держава стала саме на законний і демократичний шлях .,yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Summary statement: 'With these decisions we guarantee Ukraine spiritual independence.' Links NSDC extraordinary measures to ontological security.
4875,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,church_actors,московський патріархат,Московським патріархатом,Державній службі з етнополітики та свободи совісті – забезпечити проведення релігієзнавчої експертизи Статуту про управління УПЦ на наявність церковно - канонічного зв’язку з Московським патріархатом і за необхідності – вжити передбачених законом заходів .,Друге .,Третє .,yes,yes,material,state,UOC-MP,other,high,State religious affairs service instructed to examine UOC statute for canonical links to Moscow Patriarchate.
4876,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,material_security,національний безпека,національної безпеки,"Всім органам , до компетенції яких належить питання у сфері забезпечення національної безпеки , активізувати заходи з виявлення та протидії підривній діяльності російських спецслужб у релігійному середовищі України .",Четверте .,І застосувати персональні санкції – прізвища будуть оприлюднені невдовзі .,yes,yes,material,state,Russia,sanctions,high,National security organs to counter subversive activity of Russian special services in Ukrainian religious environment. Followed by personal sanctions.
4877,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,ontological_security,духовний незалежність,духовну незалежність,"Забезпечимо , зокрема , духовну незалежність .",Ми вже вибороли це й забезпечимо для нашої держави всю повноту незалежності .,Ми ніколи й нікому не дозволимо будувати імперію всередині української душі .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Declarative framing: Ukraine will guarantee spiritual independence. Implies Moscow Patriarchate connection threatens spiritual sovereignty.
4878,72c6ae74b540,Ми гарантуємо Україні духовну незалежність – звернення Президента Володимира Зеленського,2022-12-01,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577,ontological_security,духовний незалежність,духовну незалежність,Цими та іншими рішеннями ми гарантуємо Україні духовну незалежність .,"Відбудеться реформа цієї структури , яка дасть їй змогу реально захищати права та законні інтереси українців і держави .",Хочу підкреслити : у 1991 році наша держава стала саме на законний і демократичний шлях .,yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,Summary statement: 'With these decisions we guarantee Ukraine spiritual independence.' Links NSDC extraordinary measures to ontological security.
5433,7fa17a24c64c,Звернення Президента до учасників саміту Міжнародної коаліції за повернення українських дітей на рівні лідерів,2025-09-23,https://www.president.gov.ua/news/zvernennya-prezidenta-do-uchasnikiv-samitu-mizhnarodnoyi-koa-100285,church_actors,церква,церкви,"Усе це відомо – табори , де викрадених дітей навчають ненависті , установи , причетні до цього , навіть структури російської державної церкви , які використовуються для знищення української ідентичності дітей .","І я закликаю вас : у кожному пакеті санкцій посилюйте тиск на російських політиків , чиновників , суддів , пропагандистів та інших осіб , причетних до викрадення дітей і спроб « перепрограмувати » їхню свідомість .","І кожен , хто не заплющує очі та діє у відповідь , захищає людство .",yes,yes,ontological,identity,Russia,none,high,Russian state church structures used to destroy Ukrainian identity of deported children. Links church structures to identity destruction.
5434,7fa17a24c64c,Звернення Президента до учасників саміту Міжнародної коаліції за повернення українських дітей на рівні лідерів,2025-09-23,https://www.president.gov.ua/news/zvernennya-prezidenta-do-uchasnikiv-samitu-mizhnarodnoyi-koa-100285,ontological_security,ідентичність,ідентичності,"Усе це відомо – табори , де викрадених дітей навчають ненависті , установи , причетні до цього , навіть структури російської державної церкви , які використовуються для знищення української ідентичності дітей .","І я закликаю вас : у кожному пакеті санкцій посилюйте тиск на російських політиків , чиновників , суддів , пропагандистів та інших осіб , причетних до викрадення дітей і спроб « перепрограмувати » їхню свідомість .","І кожен , хто не заплющує очі та діє у відповідь , захищає людство .",yes,yes,ontological,identity,Russia,none,high,Russian state church structures used to destroy Ukrainian identity of deported children. Links church structures to identity destruction.
5738,8459a7bbdd89,Покарати Росію за терор – це історичне завдання сучасного покоління лідерів світу – звернення  Президента України,2023-07-18,https://www.president.gov.ua/news/pokarati-rosiyu-za-teror-ce-istorichne-zavdannya-suchasnogo-84409,ontological_security,духовний,духовної,"Я провів сьогодні важливу нараду щодо духовної незалежності України , наших подальших кроків для захисту прав і законних інтересів громадян України у сфері релігійних відносин .","Світ повинен настільки обмежити торговельні відносини з державою - терористом , щоб жодного компонента з вільного світу не можна було використати для терору .",Невдовзі будуть новини .,yes,yes,ontological,nation,Russia,other,high,"Meeting on spiritual independence of Ukraine, further steps to protect rights and legitimate interests of citizens in religious relations."
5740,8459a7bbdd89,Покарати Росію за терор – це історичне завдання сучасного покоління лідерів світу – звернення  Президента України,2023-07-18,https://www.president.gov.ua/news/pokarati-rosiyu-za-teror-ce-istorichne-zavdannya-suchasnogo-84409,church_actors,релігійний,релігійних,"Я провів сьогодні важливу нараду щодо духовної незалежності України , наших подальших кроків для захисту прав і законних інтересів громадян України у сфері релігійних відносин .","Світ повинен настільки обмежити торговельні відносини з державою - терористом , щоб жодного компонента з вільного світу не можна було використати для терору .",Невдовзі будуть новини .,yes,yes,ontological,nation,Russia,other,high,"Meeting on spiritual independence of Ukraine, further steps to protect rights and legitimate interests of citizens in religious relations."
5742,8459a7bbdd89,Покарати Росію за терор – це історичне завдання сучасного покоління лідерів світу – звернення  Президента України,2023-07-18,https://www.president.gov.ua/news/pokarati-rosiyu-za-teror-ce-istorichne-zavdannya-suchasnogo-84409,ontological_security,духовний незалежність,духовної незалежності,"Я провів сьогодні важливу нараду щодо духовної незалежності України , наших подальших кроків для захисту прав і законних інтересів громадян України у сфері релігійних відносин .","Світ повинен настільки обмежити торговельні відносини з державою - терористом , щоб жодного компонента з вільного світу не можна було використати для терору .",Невдовзі будуть новини .,yes,yes,ontological,nation,Russia,other,high,"Meeting on spiritual independence of Ukraine, further steps to protect rights and legitimate interests of citizens in religious relations."
5885,889d490f1d4a,Привітання Президента України Володимира Зеленського з Різдвом Христовим,2023-12-24,https://www.president.gov.ua/news/privitannya-prezidenta-ukrayini-volodimira-zelenskogo-z-rizd-87981,ontological_security,духовний,духовної,"Шлях до здобуття всеосяжної незалежності , зокрема й духовної незалежності .","У непрості часи , коли захищаємо свою землю й свою душу , долаємо шлях до свободи .",Свободи нашої віри від ідеології рабства .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,"Path to achieving comprehensive independence, including spiritual independence. Christmas message frames spiritual independence as ongoing project."
5887,889d490f1d4a,Привітання Президента України Володимира Зеленського з Різдвом Христовим,2023-12-24,https://www.president.gov.ua/news/privitannya-prezidenta-ukrayini-volodimira-zelenskogo-z-rizd-87981,ontological_security,духовний незалежність,духовної незалежності,"Шлях до здобуття всеосяжної незалежності , зокрема й духовної незалежності .","У непрості часи , коли захищаємо свою землю й свою душу , долаємо шлях до свободи .",Свободи нашої віри від ідеології рабства .,yes,yes,ontological,nation,Moscow_Patriarchate,none,high,"Path to achieving comprehensive independence, including spiritual independence. Christmas message frames spiritual independence as ongoing project."
6272,92c1898797ce,Маємо максимально завдавати ураження всім російським позиціям і робимо це – звернення Президента,2024-08-16,https://www.president.gov.ua/news/mayemo-maksimalno-zavdavati-urazhennya-vsim-rosijskim-pozici-92637,ontological_security,духовний,духовну,І вдячний за підтримку нашого курсу на духовну незалежність України .,Говорив із членами Ради церков та релігійних організацій .,"Верховній Раді запропоновано законопроєкт , який може реально гарантувати , що не буде жодних маніпуляцій із Москви українською церквою .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Grateful for support of 'our course toward spiritual independence of Ukraine'. Council of Churches endorsement.
6274,92c1898797ce,Маємо максимально завдавати ураження всім російським позиціям і робимо це – звернення Президента,2024-08-16,https://www.president.gov.ua/news/mayemo-maksimalno-zavdavati-urazhennya-vsim-rosijskim-pozici-92637,church_actors,церква,церквою,"Верховній Раді запропоновано законопроєкт , який може реально гарантувати , що не буде жодних маніпуляцій із Москви українською церквою .",І вдячний за підтримку нашого курсу на духовну незалежність України .,"Цей законопроєкт повинен спрацювати й повинен додати Україні соборності , реальної нашої єдності духовної .",yes,yes,both,church_independence,Moscow_Patriarchate,ban,high,Bill proposed to Rada guaranteeing no Moscow manipulation of Ukrainian church. Explicit extraordinary measure targeting Moscow Patriarchate influence.
6275,92c1898797ce,Маємо максимально завдавати ураження всім російським позиціям і робимо це – звернення Президента,2024-08-16,https://www.president.gov.ua/news/mayemo-maksimalno-zavdavati-urazhennya-vsim-rosijskim-pozici-92637,ontological_security,духовний,духовної,"Цей законопроєкт повинен спрацювати й повинен додати Україні соборності , реальної нашої єдності духовної .","Верховній Раді запропоновано законопроєкт , який може реально гарантувати , що не буде жодних маніпуляцій із Москви українською церквою .","Дякую всім , хто зміцнює незалежність України !",yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,"Bill should add to Ukraine's sobornost (unity), real spiritual unity. Legislative measure framed as strengthening national spiritual cohesion."
6278,92c1898797ce,Маємо максимально завдавати ураження всім російським позиціям і робимо це – звернення Президента,2024-08-16,https://www.president.gov.ua/news/mayemo-maksimalno-zavdavati-urazhennya-vsim-rosijskim-pozici-92637,ontological_security,духовний незалежність,духовну незалежність,І вдячний за підтримку нашого курсу на духовну незалежність України .,Говорив із членами Ради церков та релігійних організацій .,"Верховній Раді запропоновано законопроєкт , який може реально гарантувати , що не буде жодних маніпуляцій із Москви українською церквою .",yes,yes,ontological,nation,Moscow_Patriarchate,none,high,Grateful for support of 'our course toward spiritual independence of Ukraine'. Council of Churches endorsement.
6662,9e18ffdfcc12,"Щоб перемогти тиранію, потрібне більше єднання; демократичний світ здатен його досягти – звернення Володимира Зеленського",2023-03-29,https://www.president.gov.ua/news/shob-peremogti-tiraniyu-potribne-bilshe-yednannya-demokratic-81929,ontological_security,духовний,духовної,"Плюс сьогодні ще й зроблений крок на зміцнення духовної незалежності нашої держави , на захист нашого суспільства від старих і цинічних московських маніпуляцій релігією .","Україна не втратила ще жодного тижня за час повномасштабної війни – постійно додаємо сили нашій державі , міцності нашим силам оборони й безпеки , впевненості нашому руху до перемоги .",Україна – це територія найбільшої релігійної свободи у нашій частині Європи .,yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,"Step taken to strengthen spiritual independence, protect society from 'old and cynical Moscow manipulations of religion'. Legislative action implied."
6666,9e18ffdfcc12,"Щоб перемогти тиранію, потрібне більше єднання; демократичний світ здатен його досягти – звернення Володимира Зеленського",2023-03-29,https://www.president.gov.ua/news/shob-peremogti-tiraniyu-potribne-bilshe-yednannya-demokratic-81929,ontological_security,духовний незалежність,духовної незалежності,"Плюс сьогодні ще й зроблений крок на зміцнення духовної незалежності нашої держави , на захист нашого суспільства від старих і цинічних московських маніпуляцій релігією .","Україна не втратила ще жодного тижня за час повномасштабної війни – постійно додаємо сили нашій державі , міцності нашим силам оборони й безпеки , впевненості нашому руху до перемоги .",Україна – це територія найбільшої релігійної свободи у нашій частині Європи .,yes,yes,ontological,nation,Moscow_Patriarchate,ban,high,"Step taken to strengthen spiritual independence, protect society from 'old and cynical Moscow manipulations of religion'. Legislative action implied."
8001,bbe72d41a03f,"Зараз час, коли всі історичні складнощі для України можемо перемогти, якщо будемо берегти нашу єдність – звернення Президента України",2023-03-12,https://www.president.gov.ua/news/zaraz-chas-koli-vsi-istorichni-skladnoshi-dlya-ukrayini-mozh-81581,ontological_security,духовний,духовної,Є цього тижня рух і на зміцнення нашої духовної незалежності .,"Разом , у єдності ми прийдемо до перемоги .",Суспільство це бачить .,yes,yes,ontological,nation,Russia,none,high,Progress on strengthening spiritual independence. Ongoing securitisation narrative.
8002,bbe72d41a03f,"Зараз час, коли всі історичні складнощі для України можемо перемогти, якщо будемо берегти нашу єдність – звернення Президента України",2023-03-12,https://www.president.gov.ua/news/zaraz-chas-koli-vsi-istorichni-skladnoshi-dlya-ukrayini-mozh-81581,decolonisation,незалежність,незалежності,Є цього тижня рух і на зміцнення нашої духовної незалежності .,"Разом , у єдності ми прийдемо до перемоги .",Суспільство це бачить .,yes,yes,ontological,nation,Russia,none,high,Progress on strengthening spiritual independence. Ongoing securitisation narrative.
8003,bbe72d41a03f,"Зараз час, коли всі історичні складнощі для України можемо перемогти, якщо будемо берегти нашу єдність – звернення Президента України",2023-03-12,https://www.president.gov.ua/news/zaraz-chas-koli-vsi-istorichni-skladnoshi-dlya-ukrayini-mozh-81581,church_actors,лавра,лаври,"Ми не допустимо , щоб у держави - терориста залишилась хоча б якась можливість маніпулювати духовністю нашого народу , руйнувати українські святині – наші лаври – або красти з них будь-які цінності .",І ми продовжимо цей наш рух .,І ще одне .,yes,yes,both,church_independence,Russia,property_transfer,high,"Will not allow terrorist state to manipulate people's spirituality, destroy Ukrainian shrines - our lavras - or steal valuables. Combines ontological (spiritual manipulation) and material (property) securitisation."
8005,bbe72d41a03f,"Зараз час, коли всі історичні складнощі для України можемо перемогти, якщо будемо берегти нашу єдність – звернення Президента України",2023-03-12,https://www.president.gov.ua/news/zaraz-chas-koli-vsi-istorichni-skladnoshi-dlya-ukrayini-mozh-81581,ontological_security,духовний незалежність,духовної незалежності,Є цього тижня рух і на зміцнення нашої духовної незалежності .,"Разом , у єдності ми прийдемо до перемоги .",Суспільство це бачить .,yes,yes,ontological,nation,Russia,none,high,Progress on strengthening spiritual independence. Ongoing securitisation narrative.
8820,d137d9236df2,"Виступ Президента й першої леді України перед представниками урядових і ділових кіл США, пресою та українською громадою",2023-09-19,https://www.president.gov.ua/news/vistup-prezidenta-j-pershoyi-ledi-ukrayini-pered-predstavnik-85817,ontological_security,духовний,духовна,Тому це ще й духовна битва .,"Проти найгіршого , що може бути в людині , – свідомого прагнення вбити , знищити , загарбати , поневолити .","Щира подяка всім , хто бореться разом із нами в духовному вимірі й вимірі цінностей .",yes,yes,ontological,identity,Russia,none,medium,Frames the war as 'also a spiritual battle'. Ontological securitisation framing in address to US governmental and business audience.
8821,d137d9236df2,"Виступ Президента й першої леді України перед представниками урядових і ділових кіл США, пресою та українською громадою",2023-09-19,https://www.president.gov.ua/news/vistup-prezidenta-j-pershoyi-ledi-ukrayini-pered-predstavnik-85817,ontological_security,духовний,духовному,"Щира подяка всім , хто бореться разом із нами в духовному вимірі й вимірі цінностей .",Тому це ще й духовна битва .,Я маю честь бути особисто знайомою з архиєпископом Борисом Гудзяком .,yes,yes,ontological,identity,Russia,none,medium,Thanks those fighting 'in the spiritual dimension and dimension of values'. Ontological securitisation framing.
