url,title
"https://www.president.gov.ua/news/cej-tizhden-nabliziv-uzgodzhennya-19-go-paketu-sankcij-ochik-100249","Цей тиждень наблизив узгодження 19-го пакету санкцій, очікуємо на затвердження, швидко синхронізуємо пакет в Україні – звернення Президента"
"https://www.president.gov.ua/news/suttyevi-u-rosiyan-vtrati-suttyevo-popovneno-i-obminnij-fond-100233","Суттєві у росіян втрати, суттєво поповнено і обмінний фонд для нашої держави – звернення Президента"
"https://www.president.gov.ua/news/zdijsnyuyemo-zaraz-odnu-z-nashih-kontrnastupalnih-operacij-n-100213","Здійснюємо зараз одну з наших контрнаступальних операцій на Донецькому напрямку – звернення Президента"
"https://www.president.gov.ua/news/zayava-prezidenta-ukrayini-za-pidsumkami-zustrichi-z-prezide-100193","Заява Президента України за підсумками зустрічі з Президенткою Європарламенту"
"https://www.president.gov.ua/news/zhodnogo-druzhnogo-namiru-v-rosiyi-nemaye-i-ce-myako-kazhuch-100181","Жодного дружнього наміру в Росії немає, і це м’яко кажучи – звернення Президента"
"https://www.president.gov.ua/news/pered-zimoyu-mi-mayemo-vikonati-na-100-kozhnu-domovlenist-sh-100169","Перед зимою ми маємо виконати на 100 % кожну домовленість щодо постачання систем ППО та ракет до них – звернення Президента"
"https://www.president.gov.ua/news/suttyevo-obmezhili-rosijsku-naftovu-galuz-i-ce-suttyevo-obme-100157","Суттєво обмежили російську нафтову галузь, і це суттєво обмежує війну – звернення Президента"
"https://www.president.gov.ua/news/kozhen-hto-pragne-zavershennya-ciyeyi-vijni-maye-zrobiti-te-100149","Кожен, хто прагне завершення цієї війни, має зробити те, що треба для зупинки російської машини війни – звернення Президента"
"https://www.president.gov.ua/news/rosijska-mashina-vijni-zupinitsya-tilki-todi-koli-v-neyi-zak-100101","Російська машина війни зупиниться тільки тоді, коли в неї закінчиться пальне – виступ Президента на щорічній зустрічі «Ялтинська європейська стратегія»"
"https://www.president.gov.ua/news/vistup-prezidenta-na-pyatomu-samiti-pershih-ledi-ta-dzhentlm-100093","Виступ Президента на п’ятому Саміті перших леді та джентльменів"
"https://www.president.gov.ua/news/zayava-prezidenta-ukrayini-za-pidsumkami-zustrichi-z-prezide-100069","Заява Президента України за підсумками зустрічі з Президентом Фінляндії"
"https://www.president.gov.ua/news/ukrayina-proponuye-skoordinovano-produmano-spilno-zahishati-100049","Україна пропонує скоординовано, продумано, спільно захищати повітряний простір – звернення Президента"
"https://www.president.gov.ua/news/rosiyani-prodovzhuyut-vbivati-i-zhahlivo-sho-nemaye-dostatno-100033","Росіяни продовжують вбивати, і жахливо, що немає достатньо сильної реакції глобальних суб’єктів – звернення Президента"
"https://www.president.gov.ua/news/rosiyani-zaraz-koncentruyut-znovu-udari-proti-energetiki-zvi-100029","Росіяни зараз концентрують знову удари проти енергетики; звісно, відповіді наші на це є й будуть – звернення Президента"
"https://www.president.gov.ua/news/ochevidno-rosiya-starayetsya-zavdati-bolyu-ukrayini-i-udari-100017","Очевидно, Росія старається завдати болю Україні, і удари більш наглі – звернення Президента"
"https://www.president.gov.ua/news/sered-golovnih-prioritetiv-dlya-vsiyeyi-nashoyi-roboti-z-par-100013","Серед головних пріоритетів для всієї нашої роботи з партнерами – більший захист неба, захист проти російських «шахедів» та ракет – звернення Президента"
"https://www.president.gov.ua/news/zayava-prezidenta-ukrayini-pid-chas-spilnogo-z-premyer-minis-99997","Заява Президента України під час спільного з Прем’єр-міністром Словаччини спілкування з представниками ЗМІ"
"https://www.president.gov.ua/news/vistup-prezidenta-na-zasidanni-kongresu-miscevih-ta-regional-99989","Виступ Президента на засіданні Конгресу місцевих та регіональних влад"
"https://www.president.gov.ua/news/zayava-prezidenta-ukrayini-pid-chas-spilnogo-z-prezidentom-y-99977","Заява Президента України під час спільного з Президентом Євроради спілкування з представниками ЗМІ"
"https://www.president.gov.ua/news/yevropi-potribna-nova-merezha-suchasnogo-oboronnogo-virobnic-99969","Європі потрібна нова мережа сучасного оборонного виробництва – звернення Президента до учасників Міжнародного економічного форуму «Амброзетті»"
"https://www.president.gov.ua/news/zayava-prezidenta-ukrayini-pid-chas-spilnogo-z-prezidentom-f-99957","Заява Президента України під час спільного з Президентом Франції спілкування з представниками ЗМІ"
"https://www.president.gov.ua/news/zayava-prezidenta-ukrayini-pid-chas-spilnogo-z-premyer-minis-99929","Заява Президента України під час спільного з Премʼєр-міністеркою Данії спілкування з представниками ЗМІ"
"https://www.president.gov.ua/news/faktichno-grupi-rosijskih-droniv-u-nashomu-nebi-akompanement-99913","Фактично групи російських дронів у нашому небі – акомпанемент російським заявам із Китаю – звернення Президента"
"https://www.president.gov.ua/news/yedinij-hto-hoche-vijni-ce-rosiya-tomu-budemo-tisnuti-j-nada-99873","Єдиний, хто хоче війни, – це Росія, тому будемо тиснути й надалі – звернення Президента"
"https://www.president.gov.ua/news/pripinennya-vognyu-potribne-i-todi-ce-bude-chitkij-signal-sh-99865","Припинення вогню потрібне, і тоді це буде чіткий сигнал, що Росія готова до дипломатії — звернення Президента"
"https://www.president.gov.ua/news/rosiya-zaraz-zavdaye-udariv-po-vsih-u-sviti-hto-pragne-miru-99829","Росія зараз завдає ударів по всіх у світі, хто прагне миру – звернення Президента"
"https://www.president.gov.ua/news/rosiyani-mayut-bachiti-naskilki-serjozno-svit-nalashtovanij-99809","Росіяни мають бачити, наскільки серйозно світ налаштований та наскільки поганими будуть наслідки для Росії, якщо війна буде продовжуватись – звернення Президента"
"https://www.president.gov.ua/news/z-nashogo-boku-vse-bude-maksimalno-gotove-shob-vijnu-zakinch-99781","З нашого боку все буде максимально готове, щоб війну закінчити – звернення Президента"
